MAPNAME,LATITUDE,LONGITUD,ICLEVEL,CONTROL,Degree-seeking Undergraduates,Graduate Students,Tuition & Fees
Paul Mitchell the School-Normal,40.50938,-88.959619,3,3,165,,18538
Aveda Fredric's Institute-Indianapolis,39.959878,-86.117678,3,3,459,,20250
Summit Salon Academy,40.063021,-85.654184,3,3,217,,13800
Eric Fisher Academy,37.693713,-97.422011,3,3,339,,16600
My Le's Beauty College,29.902428,-90.029931,3,3,140,,11250
L'esprit Academy,42.321904,-83.457386,3,3,375,,9765
Marketti Academy of Cosmetology,42.683352,-83.374733,3,3,112,,3315
Montana Academy of Salons,47.49941,-111.303922,3,3,157,,17200
National Career Institute,40.76137,-74.222091,3,3,307,,9900
Toni & Guy Hairdressing Academy-Albuquerque,35.102306,-106.566537,3,3,192,,15500
International Academy of Style,39.516281,-119.783208,3,3,123,,19350
EDP School,40.58605,-73.952901,3,2,158,,4800
New York Medical Career Training Center,40.7608,-73.829753,2,3,1021,,28100
Institute of Culinary Education,40.712449,-74.015637,3,3,875,,
The Salon Professional Academy-Tonawanda,42.981584,-78.824364,3,3,298,,9138
Four County Career Center,41.452808,-84.303115,3,1,253,,
Summit Salon Academy-Perrysburg,41.54424,-83.620281,2,3,128,,20390
Metro Beauty Academy,40.56865,-75.555591,3,3,326,,17450
Love Beauty School Inc,35.488524,-86.093863,3,3,108,,15000
DuVall's School of Cosmetology,32.852275,-97.168105,3,3,183,,11400
Avenue Five Institute,30.369503,-97.728961,3,3,542,,12300
The Salon Professional Academy-Lewisville,33.005024,-96.964907,3,3,236,,15225
Renaissance Academie,40.25395,-111.665961,3,3,185,,15996
Aveda Arts & Sciences Institute Seattle,47.614402,-122.32176,3,3,147,,18000
The Salon Professional Academy-Onalaska,43.87382,-91.19732,2,3,103,,22280
West Coast University-Orange County,33.81104,-117.911811,1,3,4221,1908,22516
West Coast University-Ontario,34.066591,-117.590035,1,3,3338,,35178
Paul Mitchell the School-Chicago,41.866213,-87.646644,3,3,334,,19500
Miller-Motte College-Fayetteville,35.11096,-78.88167,2,3,600,,25240
European Massage Therapy School-Las Vegas,36.145445,-115.300577,3,3,150,,9550
Miller-Motte College-Columbus,32.479997,-84.935912,2,3,593,,21040
The Art Institute of Virginia Beach,36.842383,-76.131737,1,3,294,,19354
Fortis College-Indianapolis,39.9184,-86.223181,2,3,572,,14726
Empire Beauty School-E Memphis,35.115499,-89.90197,3,3,216,,17145
Empire Beauty School-Nashville,35.967868,-86.814676,3,3,132,,17145
Empire Beauty School-Springfield,39.93765,-75.349771,3,3,220,,17000
Empire Beauty School-Speedway,39.80055,-86.261512,3,3,248,,19260
Empire Beauty School-Morrow,33.564936,-84.32568,3,3,318,,19260
Strayer University-Arkansas,34.74735,-92.396031,1,3,630,95,13515
Strayer University-Georgia,33.874236,-84.275624,1,3,9244,1133,13515
Strayer University-Mississippi,32.300562,-90.188097,1,3,779,53,13515
Strayer University-South Carolina,34.85654,-82.357811,1,3,3382,442,13515
Strayer University-Texas,30.371175,-97.73985,1,3,4319,417,13515
The Art Institute of San Antonio,29.532925,-98.56556,1,3,540,,19354
Empire Beauty School-Charlotte,35.25855,-80.7837,3,3,125,,19260
Empire Beauty School-Winston-Salem,36.152612,-80.282751,3,3,116,,19260
Empire Beauty School-West Palm,26.705541,-80.107401,3,3,111,,16320
Empire Beauty School-Pineville,35.089864,-80.865367,3,3,122,,19260
Paul Mitchell the School-Phoenix,33.523667,-112.133047,3,3,154,,18000
Paul Mitchell the School-Modesto,37.68301,-120.993745,3,3,559,,8121
Cosmo Beauty Academy,38.62883,-121.401027,3,3,196,,17600
Paul Mitchell the School-Fresno,36.809778,-119.782437,3,3,419,,17000
Unitek College,37.50904,-121.961761,1,3,5110,,32352
Gurnick Academy of Medical Arts,37.547377,-122.307618,1,3,3758,,34344
Paul Mitchell the School-East Bay,37.94492,-122.061226,3,3,277,,20742
South University-Richmond,37.64706,-77.599967,1,3,477,192,18000
South University-Virginia Beach,36.8336,-76.124288,1,3,526,123,18000
Aveda Institute-Denver,39.729146,-105.000615,3,3,520,,20000
Paul Mitchell the School-Colorado Springs,38.832889,-104.828339,3,3,378,,17025
The Salon Professional Academy-Colorado Springs,38.896966,-104.750884,3,3,124,,7100
Paul Mitchell the School-Delaware,39.62274,-75.680231,3,3,167,,16200
Future-Tech Institute,25.7646,-80.251401,2,3,122,,17863
Fred K Marchman Technical College,28.271196,-82.691779,2,1,365,,4979
The Salon Professional Academy-Ft Myers,26.595568,-81.887326,3,3,158,,16275
Universal Spa Training Academy,41.796008,-87.99384,3,3,223,,15900
The Salon Professional Academy-Evansville,37.98732,-87.483521,3,3,263,,17450
Nova Academy of Cosmetology,44.08537,-92.509748,3,3,239,,20250
SAE Institute of Technology-New York,40.741353,-73.999073,3,3,352,,23339
Peloton College,32.861997,-96.769353,2,3,244,,14450
ABC Beauty Academy,32.931698,-96.685333,3,3,188,,7217
Salon & Spa Institute,25.938911,-97.508606,3,3,120,,14000
Summit Salon Academy,47.223485,-122.472325,2,3,207,,17200
Paul Mitchell the School-Milwaukee,43.074156,-88.055994,3,3,169,,17593
Touro University Worldwide,33.808683,-118.057754,1,2,605,2270,14640
Herzing University-Kenosha,42.582628,-87.820105,1,2,1103,19,14200
Herzing University-Brookfield,43.035738,-88.110994,1,2,723,12,14200
Texas A&M University-San Antonio,29.304762,-98.52417,1,1,7162,840,9093
Fortis Institute,29.93744,-95.395051,2,3,601,,15493
Southern Careers Institute-Brownsville,25.936988,-97.501124,3,3,1115,,13100
Southern Careers Institute-Harlingen,26.20385,-97.675281,3,3,991,,16900
Strayer University-Global Region,38.90485,-77.034001,1,3,10818,4724,13515
Kenneth Shuler School of Cosmetology-Florence,34.238425,-79.80945,3,3,265,,17300
Fortis College-Columbia,34.01512,-81.081809,2,3,853,,14216
Ross Medical Education Center-Davison,43.021829,-83.516551,3,3,101,,15990
Ross Medical Education Center-Granger,41.717835,-86.174277,2,3,274,,15990
Ross Medical Education Center-Niles,41.212037,-80.746465,3,3,240,,15990
Ross Medical Education Center-Canton,42.324442,-83.482675,3,3,209,,15990
Pima Medical Institute-Houston,29.838306,-95.562287,2,3,1570,,15845
Illinois Media School-Chicago Campus,41.879215,-87.631178,3,3,333,,18695
Miller-Motte College-STVT-San Antonio,29.35599,-98.4891,3,3,960,,20663
Concorde Career College-Dallas,32.91856,-96.741711,2,3,967,,17075
Concorde Career Institute-Orlando,28.55984,-81.340421,2,3,600,,16830
Concorde Career College-San Antonio,29.49003,-98.582351,2,3,888,,17701
Fairfax University of America,38.84905,-77.347751,1,2,17,52,10128
Dorsey College-Saginaw,43.47055,-83.973056,3,3,388,,26400
Milan Institute of Cosmetology-La Quinta,33.711954,-116.288341,3,3,241,,19199
Milan Institute-Boise,43.59086,-116.295195,3,3,194,,14506
Milan Institute of Cosmetology-El Paso,31.749325,-106.300156,3,3,618,,15108
Universal Technical Institute-Dallas Fort Worth,32.93806,-97.012741,2,3,1781,,50150
ICPR Junior College,18.429025,-66.493841,2,3,584,,6980
Artistic Nails and Beauty Academy-Lakeland,28.053634,-81.94718,3,3,331,,9312
Hawaii Medical College,21.295164,-157.847652,2,3,756,,26037
Miller-Motte College-Jacksonville,34.797826,-77.432163,2,3,427,,25240
Miller-Motte College-Augusta,33.494994,-82.086986,2,3,962,,20140
Miller-Motte College-Conway,33.788822,-78.993461,2,3,700,,25240
Aveda Institute-Portland,45.525507,-122.68474,2,3,391,,18050
Penrose Academy,33.608309,-111.927617,3,3,547,,12175
Beauty Academy of South Florida,25.86289,-80.323571,3,3,500,,16818
Ogle School Hair Skin Nails-North Dallas,32.984161,-96.803615,3,3,525,,13700
The Salon Professional Academy-North Little Rock,34.858161,-92.20198,3,3,198,,15990
The Salon Professional Academy-St Charles,38.788891,-90.538719,3,3,225,,17954
Mildred Elley-New York Campus,40.705781,-74.014004,2,3,1970,,15381
Carolina College of Biblical Studies,35.05141,-78.939514,1,2,167,30,6084
Northeast Technology Center,36.294408,-95.309265,3,1,1402,,2150
New York Film Academy,34.152076,-118.335567,1,3,1226,407,34090
International College of Cosmetology,37.774887,-122.220803,3,3,377,,2369
Bella Capelli Academy,40.432494,-79.781672,3,3,428,,16950
Institute of Medical Careers,40.465286,-79.823825,2,3,887,,20200
Flagler Technical College,29.47629,-81.211337,2,1,182,,1074
American Medical Sciences Center,34.147117,-118.256991,1,3,121,,38850
Mandalyn Academy,40.371763,-111.78129,3,3,101,,14995
Jose Maria Vargas University,26.009656,-80.281548,1,3,82,17,10740
D A Dorsey Technical College,25.839575,-80.225732,3,1,315,,2852
Keweenaw Bay Ojibwa Community College,46.782535,-88.507761,2,1,135,,4400
Meridian Institute of Surgical Assisting,36.187738,-86.842536,2,3,1203,,
Acaydia School of Aesthetics,40.234627,-111.65823,3,3,219,,14125
Diamonds Cosmetology College,33.673442,-96.606125,3,3,102,,11775
Northern Virginia School of Therapeutic Massage,38.873422,-77.160302,3,3,202,,
Paul Mitchell the School-St Louis,38.64474,-90.262731,3,3,276,,18827
Advanced Training Institute,36.09589,-115.206821,3,3,1102,,
Taylor Andrews Academy of Hair Design-West Jordan,40.586803,-111.934309,3,3,290,,17600
Manna University,35.058616,-78.961305,1,2,205,72,6240
Aveda Institute-New Mexico,35.091873,-106.667464,3,3,154,,16840
American Trade School,38.72876,-90.380141,2,3,215,,23100
Estelle Skin Care and Spa Institute,42.06358,-87.747041,3,3,228,,9975
Paul Mitchell the School-Honolulu,21.28206,-157.800461,2,3,193,,19058
Elite Cosmetology School,33.723624,-116.394724,3,3,127,,19408
Bergin University of Canine Studies,38.302849,-122.68099,1,2,26,25,9975
Aveda Institute-Boise,43.620545,-116.309994,3,3,100,,8368
Pima Medical Institute-Aurora,39.6956,-104.831481,2,3,657,,15845
Capilo School of Hair Design,44.317693,-69.777717,3,3,314,,16000
Simmons College of Kentucky,38.239519,-85.764811,1,2,163,,16390
Atelier Esthetique Institute of Esthetics,40.746376,-73.995669,3,3,427,,10760
North American University,29.646303,-95.588338,1,2,484,682,9900
Cinta Aveda Institute,37.790935,-122.404307,3,3,304,,22575
Long Island Nail Skin & Hair Institute,40.725914,-73.499036,3,3,418,,9895
Keser Torah-Mayan Hatalmud,40.098369,-74.17029,1,2,114,,11060
Southern California Health Institute,34.173485,-118.370014,3,3,376,,14700
Best Care College,40.765332,-74.221116,2,3,152,,1046
First Class Cosmetology School,42.49901,-89.036231,3,3,130,,16990
Millennia Atlantic University,25.808134,-80.352717,1,3,84,140,11992
Abcott Institute,42.446331,-83.210617,3,3,283,,695
The Salon Professional Academy-Kenosha,42.55804,-87.853088,3,3,160,,21100
Paul Mitchell the School-Indianapolis,39.640007,-86.127361,3,3,263,,17010
Taylor Andrews Academy-St George,37.101706,-113.534004,3,3,249,,12600
Protege Academy,42.724862,-84.452903,3,3,107,,17700
Colorado Academy of Veterinary Technology,38.794277,-104.790429,2,3,103,,16375
Northeast Technical Institute,43.608171,-70.314892,3,3,373,,14940
Elite School of Cosmetology,41.233614,-82.60795,2,3,226,,14764
Paul Mitchell the School-Las Vegas,36.016734,-115.117034,3,3,413,,19964
Summit Salon Academy-Kokomo,40.474971,-86.106111,3,3,177,,15750
Florida Academy,26.608576,-81.825149,3,3,458,,13650
State Career College,42.370787,-87.870502,3,3,179,,10800
Academy for Salon Professionals,34.23396,-118.558215,3,3,156,,8325
Paul Mitchell the School-Spokane,47.658368,-117.19893,3,3,224,,13000
International College of Beauty Arts & Sciences,34.148057,-118.273227,3,3,136,,12100
John Paul the Great Catholic University,33.12085,-117.082401,1,2,343,,27100
University of Connecticut-Hartford Campus,41.762673,-72.672175,1,1,1715,,15868
Ottawa University-Surprise,33.628923,-112.368233,1,2,804,130,33000
Continental School of Beauty Culture-Mattydale,43.105938,-76.147295,3,3,340,,13620
Carrington College-Ontario,34.068584,-117.55038,2,3,217,,34607
Paul Mitchell the School-Columbia,33.990955,-81.070249,3,3,313,,16500
Paul Mitchell the School-Charleston,32.874611,-80.022852,3,3,357,,16500
Kenneth Shuler School of Cosmetology-Greenville,34.791087,-82.484519,3,3,203,,17300
Northwest College-Eugene,44.078014,-123.046328,2,3,235,,16065
San Joaquin Valley College-Hanford Classroom,36.32604,-119.647869,3,3,172,,18526
CET-Soledad,36.41456,-121.316599,3,2,250,,15375
United Education Institute-UEI College-Oceanside,33.204442,-117.36182,3,3,1225,,19900
Vanguard College of Cosmetology-Metairie,30.004827,-90.163276,3,3,189,,18503
United Education Institute-Garden Grove,33.801877,-117.943701,3,3,1494,,19900
New England Tractor Trailer Training School of Massachusetts,42.730818,-71.115989,3,3,784,,11445
Allen School-Phoenix,33.629635,-112.11743,3,3,144,,14718
Oklahoma Technical College,36.098687,-95.905011,2,2,294,,24653
Unitech Training Academy-Alexandria,31.265718,-92.460375,3,3,362,,15395
Unitech Training Academy-Lake Charles,30.204239,-93.192846,3,3,217,,15395
Aveda Institute-Los Angeles,34.062797,-118.446566,3,3,240,,24488
UEI College-Riverside,33.975392,-117.351755,3,3,1822,,19900
Tricoci University of Beauty Culture-Chicago NE,41.999802,-87.660911,3,3,181,,20482
Avalon Institute-Phoenix,33.641761,-112.068,3,3,793,,17200
Avalon Institute-Layton,41.089919,-112.003639,3,3,348,,17200
Aveda Institute-Des Moines,41.562675,-93.802586,2,3,272,,21100
Fortis Institute-Lawrenceville,40.260811,-74.719102,3,3,523,,15258
Relay Graduate School of Education,40.70563,-74.013948,1,2,447,5717,
Miller-Motte College-Macon,32.897821,-83.687065,2,3,426,,20140
San Joaquin Valley College-Temecula,33.525983,-117.166502,2,3,1085,,23655
Whitworth University-Adult Degree Programs,47.751642,-117.411568,1,2,322,,13440
"Springfield College-Regional, Online, and Continuing Education",42.1022,-72.556647,1,2,648,241,18000
Marian Health Careers Center-Van Nuys Campus,34.177483,-118.465561,3,3,142,,21551
Milan Institute-Las Vegas,36.16159,-115.170333,3,3,302,,14251
New York School of Esthetics & Day Spa,41.035422,-73.781183,3,3,219,,8475
Finger Lakes Health College of Nursing & Health Sciences,42.876429,-76.987844,2,2,132,,12880
ASI Career Institute,39.756604,-75.045442,3,3,173,,11500
Christine Valmy International School of Esthetics & Cosmetology,40.868977,-74.358331,3,3,410,,14525
City College-Hollywood,26.025173,-80.22004,2,2,255,,14355
Paul Mitchell the School-Arlington,32.680899,-97.107997,3,3,499,,15500
Paul Mitchell the School-Fort Myers,26.495581,-81.792422,3,3,185,,15805
Paul Mitchell the School-Raleigh,35.882566,-78.740471,3,3,251,,15800
CUNY Stella and Charles Guttman Community College,40.75281,-73.984131,2,1,1050,,5194
Criswell College,32.793513,-96.77669,1,2,165,55,12750
American Medical Academy,25.66273,-80.393361,1,3,819,,14175
Tooele Technical College,40.527752,-112.325714,3,1,565,,809
Tulsa Welding School-Jacksonville,30.313564,-81.56007,3,3,458,,14648
Empire Beauty School-Virginia Beach,36.838455,-76.135548,3,3,237,,18750
Paul Mitchell the School-Ogden,41.225229,-111.974233,3,3,209,,17760
Larry's Barber College,41.703711,-87.643207,3,3,133,,14618
Futura Career Institute,25.863128,-80.306991,3,3,253,,10000
Vogue College of Cosmetology-San Antonio Fredericksburg,29.462345,-98.523455,3,3,159,,13995
Vogue College of Cosmetology,29.465563,-98.602991,3,3,166,,13995
Medical Allied Career Center,33.91871,-118.062402,3,3,124,,32917
Salon Institute-Toledo Campus,41.674855,-83.696989,2,3,181,,21600
Athena Career Academy,41.614633,-83.665339,2,3,578,,21200
The Barber School,40.621415,-111.891446,3,3,219,,12500
Be'er Yaakov Talmudic Seminary,41.138206,-74.029573,1,2,601,,11490
Rio Grande Valley College,26.24215,-98.177978,2,3,805,,27400
Aveda Institute-Tucson,32.220141,-110.968361,3,3,315,,19200
Diamond Beauty College,34.062971,-118.046711,3,3,126,,4200
Unitek College,37.65642,-122.455603,3,3,450,,32352
Florida Institute of Recording Sound and Technology,28.625257,-81.401029,3,3,571,,
Paul Mitchell the School-Reno,39.509232,-119.803848,3,3,354,,17903
Boise Barber College,43.588823,-116.278054,3,3,100,,11100
Austin Kade Academy,43.482859,-112.001128,3,3,201,,13950
Aesthetic Science Institute,42.76194,-73.794947,3,3,225,,9500
Elaine Sterling Institute,33.846647,-84.363266,3,3,762,,15910
Wade Gordon Hairdressing Academy,35.186494,-101.873963,3,3,122,,11700
Mitsu Sato Hair Academy,38.964694,-94.670149,3,3,140,,16500
FVI School of Nursing and Technology,25.773542,-80.321789,2,3,1127,,16456
SAE Institute of Technology-Atlanta,33.75993,-84.38696,2,3,630,,31800
SAE Institute of Technology-Miami,25.92387,-80.155391,3,3,242,,22599
Paul Mitchell the School-Overland Park,38.95593,-94.688051,3,3,308,,17650
Medspa Academies,40.55681,-111.912821,3,3,341,,16050
West Coast University-Dallas,32.82746,-96.873805,1,3,1658,487,17173
Empire Beauty School-Savannah,32.008498,-81.110045,3,3,237,,19260
Ogle School Hair Skin Nails-Denton,33.192334,-97.113213,3,3,254,,13700
Empire Beauty School-West Greensboro,36.051588,-79.90432,3,3,196,,19260
Bellus Academy,39.191749,-96.60827,2,3,264,,13715
MotoRing Technical Training Institute,41.81866,-71.384761,3,3,138,,19100
Unitek College,37.661039,-122.116059,3,3,382,,32352
Medical Career Institute,40.263786,-74.046322,2,3,231,,31000
Advance Beauty Techs Academy,33.884074,-117.517655,3,3,203,,8250
Elevate Salon Institute-Westminster,39.857821,-105.072521,3,3,128,,9000
Advanced Career Institute,36.339646,-119.377564,3,3,1626,,10570
Digital Film Academy,40.760073,-73.991082,2,3,245,,21150
MyComputerCareer.edu-Raleigh,35.767841,-78.727186,3,3,3542,,21543
South University-Austin,30.479474,-97.689972,1,3,639,58,18000
Ogle School Hair Skin Nails-San Antonio,29.518311,-98.503686,3,3,697,,13700
Warner Pacific University Professional and Graduate Studies,45.506265,-122.592498,1,2,392,262,12480
Platt College-Riverside,33.932923,-117.298365,1,3,714,,15089
Empire Beauty School-Glen Burnie,39.203264,-76.616551,3,3,159,,19260
United Education Institute-UEI College Stockton,37.99756,-121.308461,3,3,1186,,19900
Ross Medical Education Center-Dayton,39.816855,-84.126037,3,3,211,,15990
Ross Medical Education Center-Ontario,40.77421,-82.591867,3,3,112,,15990
Ross Medical Education Center-Bowling Green,36.966303,-86.433521,3,3,135,,15990
