State,County,avg_bal,med_bal,avg_inc,med_inc,avg_dti,med_dti,avg_bal_label,med_bal_label,avg_inc_label,med_inc_label,avg_bal_rankNat,med_bal_rankNat,avg_inc_rankNat,med_inc_rankNat,avg_dti_rankNat,med_dti_rankNat,avg_bal_pctNat,med_bal_pctNat,avg_inc_pctNat,med_inc_pctNat,avg_dti_pctNat,med_dti_pctNat,avg_bal_rankState,med_bal_rankState,avg_inc_rankState,med_inc_rankState,avg_dti_rankState,med_dti_rankState,avg_bal_pctState,med_bal_pctState,avg_inc_pctState,med_inc_pctState,avg_dti_pctState,med_dti_pctState,pct_bal_grt,avg_bal_sh_obal,med_bal_sh_obal,pct_bal_grt_label,avg_bal_sh_obal_label,med_bal_sh_obal_label,pct_bal_grt_rankNat,avg_bal_sh_obal_rankNat,med_bal_sh_obal_rankNat,pct_bal_grt_pctNat,avg_bal_sh_obal_pctNat,med_bal_sh_obal_pctNat,pct_bal_grt_rankState,avg_bal_sh_obal_rankState,med_bal_sh_obal_rankState,pct_bal_grt_pctState,avg_bal_sh_obal_pctState,med_bal_sh_obal_pctState,avg_bal_ASIAN,med_bal_ASIAN,avg_inc_ASIAN,med_inc_ASIAN,avg_dti_ASIAN,med_dti_ASIAN,avg_bal_label_ASIAN,med_bal_label_ASIAN,avg_inc_label_ASIAN,med_inc_label_ASIAN,avg_bal_rankNat_ASIAN,med_bal_rankNat_ASIAN,avg_inc_rankNat_ASIAN,med_inc_rankNat_ASIAN,avg_dti_rankNat_ASIAN,med_dti_rankNat_ASIAN,avg_bal_pctNat_ASIAN,med_bal_pctNat_ASIAN,avg_inc_pctNat_ASIAN,med_inc_pctNat_ASIAN,avg_dti_pctNat_ASIAN,med_dti_pctNat_ASIAN,avg_bal_rankState_ASIAN,med_bal_rankState_ASIAN,avg_inc_rankState_ASIAN,med_inc_rankState_ASIAN,avg_dti_rankState_ASIAN,med_dti_rankState_ASIAN,avg_bal_pctState_ASIAN,med_bal_pctState_ASIAN,avg_inc_pctState_ASIAN,med_inc_pctState_ASIAN,avg_dti_pctState_ASIAN,med_dti_pctState_ASIAN,pct_bal_grt_ASIAN,avg_bal_sh_obal_ASIAN,med_bal_sh_obal_ASIAN,pct_bal_grt_label_ASIAN,avg_bal_sh_obal_label_ASIAN,med_bal_sh_obal_label_ASIAN,pct_bal_grt_rankNat_ASIAN,avg_bal_sh_obal_rankNat_ASIAN,med_bal_sh_obal_rankNat_ASIAN,pct_bal_grt_pctNat_ASIAN,avg_bal_sh_obal_pctNat_ASIAN,med_bal_sh_obal_pctNat_ASIAN,pct_bal_grt_rankState_ASIAN,avg_bal_sh_obal_rankState_ASIAN,med_bal_sh_obal_rankState_ASIAN,pct_bal_grt_pctState_ASIAN,avg_bal_sh_obal_pctState_ASIAN,med_bal_sh_obal_pctState_ASIAN,avg_bal_BLACK,med_bal_BLACK,avg_inc_BLACK,med_inc_BLACK,avg_dti_BLACK,med_dti_BLACK,avg_bal_label_BLACK,med_bal_label_BLACK,avg_inc_label_BLACK,med_inc_label_BLACK,avg_bal_rankNat_BLACK,med_bal_rankNat_BLACK,avg_inc_rankNat_BLACK,med_inc_rankNat_BLACK,avg_dti_rankNat_BLACK,med_dti_rankNat_BLACK,avg_bal_pctNat_BLACK,med_bal_pctNat_BLACK,avg_inc_pctNat_BLACK,med_inc_pctNat_BLACK,avg_dti_pctNat_BLACK,med_dti_pctNat_BLACK,avg_bal_rankState_BLACK,med_bal_rankState_BLACK,avg_inc_rankState_BLACK,med_inc_rankState_BLACK,avg_dti_rankState_BLACK,med_dti_rankState_BLACK,avg_bal_pctState_BLACK,med_bal_pctState_BLACK,avg_inc_pctState_BLACK,med_inc_pctState_BLACK,avg_dti_pctState_BLACK,med_dti_pctState_BLACK,pct_bal_grt_BLACK,avg_bal_sh_obal_BLACK,med_bal_sh_obal_BLACK,pct_bal_grt_label_BLACK,avg_bal_sh_obal_label_BLACK,med_bal_sh_obal_label_BLACK,pct_bal_grt_rankNat_BLACK,avg_bal_sh_obal_rankNat_BLACK,med_bal_sh_obal_rankNat_BLACK,pct_bal_grt_pctNat_BLACK,avg_bal_sh_obal_pctNat_BLACK,med_bal_sh_obal_pctNat_BLACK,pct_bal_grt_rankState_BLACK,avg_bal_sh_obal_rankState_BLACK,med_bal_sh_obal_rankState_BLACK,pct_bal_grt_pctState_BLACK,avg_bal_sh_obal_pctState_BLACK,med_bal_sh_obal_pctState_BLACK,avg_bal_LATINO,med_bal_LATINO,avg_inc_LATINO,med_inc_LATINO,avg_dti_LATINO,med_dti_LATINO,avg_bal_label_LATINO,med_bal_label_LATINO,avg_inc_label_LATINO,med_inc_label_LATINO,avg_bal_rankNat_LATINO,med_bal_rankNat_LATINO,avg_inc_rankNat_LATINO,med_inc_rankNat_LATINO,avg_dti_rankNat_LATINO,med_dti_rankNat_LATINO,avg_bal_pctNat_LATINO,med_bal_pctNat_LATINO,avg_inc_pctNat_LATINO,med_inc_pctNat_LATINO,avg_dti_pctNat_LATINO,med_dti_pctNat_LATINO,avg_bal_rankState_LATINO,med_bal_rankState_LATINO,avg_inc_rankState_LATINO,med_inc_rankState_LATINO,avg_dti_rankState_LATINO,med_dti_rankState_LATINO,avg_bal_pctState_LATINO,med_bal_pctState_LATINO,avg_inc_pctState_LATINO,med_inc_pctState_LATINO,avg_dti_pctState_LATINO,med_dti_pctState_LATINO,pct_bal_grt_LATINO,avg_bal_sh_obal_LATINO,med_bal_sh_obal_LATINO,pct_bal_grt_label_LATINO,avg_bal_sh_obal_label_LATINO,med_bal_sh_obal_label_LATINO,pct_bal_grt_rankNat_LATINO,avg_bal_sh_obal_rankNat_LATINO,med_bal_sh_obal_rankNat_LATINO,pct_bal_grt_pctNat_LATINO,avg_bal_sh_obal_pctNat_LATINO,med_bal_sh_obal_pctNat_LATINO,pct_bal_grt_rankState_LATINO,avg_bal_sh_obal_rankState_LATINO,med_bal_sh_obal_rankState_LATINO,pct_bal_grt_pctState_LATINO,avg_bal_sh_obal_pctState_LATINO,med_bal_sh_obal_pctState_LATINO,avg_bal_NATVAM,med_bal_NATVAM,avg_inc_NATVAM,med_inc_NATVAM,avg_dti_NATVAM,med_dti_NATVAM,avg_bal_label_NATVAM,med_bal_label_NATVAM,avg_inc_label_NATVAM,med_inc_label_NATVAM,avg_bal_rankNat_NATVAM,med_bal_rankNat_NATVAM,avg_inc_rankNat_NATVAM,med_inc_rankNat_NATVAM,avg_dti_rankNat_NATVAM,med_dti_rankNat_NATVAM,avg_bal_pctNat_NATVAM,med_bal_pctNat_NATVAM,avg_inc_pctNat_NATVAM,med_inc_pctNat_NATVAM,avg_dti_pctNat_NATVAM,med_dti_pctNat_NATVAM,avg_bal_rankState_NATVAM,med_bal_rankState_NATVAM,avg_inc_rankState_NATVAM,med_inc_rankState_NATVAM,avg_dti_rankState_NATVAM,med_dti_rankState_NATVAM,avg_bal_pctState_NATVAM,med_bal_pctState_NATVAM,avg_inc_pctState_NATVAM,med_inc_pctState_NATVAM,avg_dti_pctState_NATVAM,med_dti_pctState_NATVAM,pct_bal_grt_NATVAM,avg_bal_sh_obal_NATVAM,med_bal_sh_obal_NATVAM,pct_bal_grt_label_NATVAM,avg_bal_sh_obal_label_NATVAM,med_bal_sh_obal_label_NATVAM,pct_bal_grt_rankNat_NATVAM,avg_bal_sh_obal_rankNat_NATVAM,med_bal_sh_obal_rankNat_NATVAM,pct_bal_grt_pctNat_NATVAM,avg_bal_sh_obal_pctNat_NATVAM,med_bal_sh_obal_pctNat_NATVAM,pct_bal_grt_rankState_NATVAM,avg_bal_sh_obal_rankState_NATVAM,med_bal_sh_obal_rankState_NATVAM,pct_bal_grt_pctState_NATVAM,avg_bal_sh_obal_pctState_NATVAM,med_bal_sh_obal_pctState_NATVAM,avg_bal_WHITE,med_bal_WHITE,avg_inc_WHITE,med_inc_WHITE,avg_dti_WHITE,med_dti_WHITE,avg_bal_label_WHITE,med_bal_label_WHITE,avg_inc_label_WHITE,med_inc_label_WHITE,avg_bal_rankNat_WHITE,med_bal_rankNat_WHITE,avg_inc_rankNat_WHITE,med_inc_rankNat_WHITE,avg_dti_rankNat_WHITE,med_dti_rankNat_WHITE,avg_bal_pctNat_WHITE,med_bal_pctNat_WHITE,avg_inc_pctNat_WHITE,med_inc_pctNat_WHITE,avg_dti_pctNat_WHITE,med_dti_pctNat_WHITE,avg_bal_rankState_WHITE,med_bal_rankState_WHITE,avg_inc_rankState_WHITE,med_inc_rankState_WHITE,avg_dti_rankState_WHITE,med_dti_rankState_WHITE,avg_bal_pctState_WHITE,med_bal_pctState_WHITE,avg_inc_pctState_WHITE,med_inc_pctState_WHITE,avg_dti_pctState_WHITE,med_dti_pctState_WHITE,pct_bal_grt_WHITE,avg_bal_sh_obal_WHITE,med_bal_sh_obal_WHITE,pct_bal_grt_label_WHITE,avg_bal_sh_obal_label_WHITE,med_bal_sh_obal_label_WHITE,pct_bal_grt_rankNat_WHITE,avg_bal_sh_obal_rankNat_WHITE,med_bal_sh_obal_rankNat_WHITE,pct_bal_grt_pctNat_WHITE,avg_bal_sh_obal_pctNat_WHITE,med_bal_sh_obal_pctNat_WHITE,pct_bal_grt_rankState_WHITE,avg_bal_sh_obal_rankState_WHITE,med_bal_sh_obal_rankState_WHITE,pct_bal_grt_pctState_WHITE,avg_bal_sh_obal_pctState_WHITE,med_bal_sh_obal_pctState_WHITE
TN,47073,32555.1231034483,13333.605,23951.096236671,23261.4957673557,1.38996859178203,0.564353360039306,"$32,555","$13,334","$23,951","$23,261",594,1853,2203,2237,290,1178,78th,32nd,19th,18th,89th,56th,15,60,58,63,13,47,84th,34th,36th,31st,86th,48th,0.55625,1.0165525,1.03135,55.66%,101.64%,103.18%,1550,1414,1220,45th,50th,57th,65,58,46,30th,38th,51st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32555.1231034483,13333.605,23951.096236671,23261.4957673557,1.38996859178203,0.564353360039306,"$32,555","$13,334","$23,951","$23,261",611,1802,2223,2243,200,996,76th,29th,12th,12th,92nd,60th,16,60,59,62,14,46,83rd,34th,35th,32nd,85th,50th,0.55625,1.0165525,1.03135,55.66%,101.64%,103.18%,1362,1234,1042,49th,54th,61st,65,59,45,30th,36th,52nd
TN,47075,39274.86,21574.94,24325.5310336553,24481,1.6195699394479,1.07605353146406,"$39,275","$21,575","$24,326","$24,481",162,311,2145,2073,158,79,94th,88th,21st,24th,94th,97th,3,8,53,55,5,3,97th,92nd,42nd,40th,95th,97th,0.577586206896552,1.01638849557522,1.032,57.75%,101.64%,103.18%,1328,1417,1203,53rd,50th,57th,54,59,44,42nd,36th,52nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35946.4761904762,20182.84,24067.856813189,24481,1.43660695819473,1.13642423106972,"$35,946","$20,183","$24,068","$24,481",89,159,184,178,164,60,84th,71st,67th,68th,70th,89th,2,6,4,4,6,3,92nd,64th,78th,78th,64th,85th,0.536231884057971,1.00829090909091,1.028,53.57%,100.87%,102.85%,548,537,521,6th,8th,10th,14,14,13,13th,13th,20th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45629.0472727273,27602.28,24817.4545454545,22645,1.96886290365851,1.01568283185841,"$45,629","$27,602","$24,817","$22,645",80,58,2094,2313,45,75,96th,97th,17th,9th,98th,97th,2,2,52,69,3,3,98th,98th,43rd,24th,97th,97th,0.638297872340426,1.02775957446809,1.0335,63.80%,102.74%,103.40%,630,1042,986,76th,61st,63rd,26,50,41,72nd,46th,56th
TN,47077,20712.4580434783,13929.605,25830.3541858656,25293,0.822091003444624,0.533388279750465,"$20,712","$13,930","$25,830","$25,293",2146,1729,1899,1956,1833,1376,21st,36th,30th,28th,33rd,49th,74,53,40,47,69,51,18th,42nd,56th,48th,24th,44th,0.528662420382166,1.02270616438356,1.0242,52.91%,102.30%,102.41%,1796,1313,1418,37th,54th,50th,76,55,56,19th,41st,40th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20712.4580434783,13929.605,25830.3541858656,25293,0.822091003444624,0.533388279750465,"$20,712","$13,930","$25,830","$25,293",2021,1693,1933,1996,1625,1192,20th,33rd,24th,21st,36th,53rd,72,53,42,48,67,50,21st,42nd,54th,47th,26th,45th,0.528662420382166,1.02270616438356,1.0242,52.91%,102.3%,102.41%,1602,1142,1229,40th,57th,54th,76,54,56,19th,42nd,40th
TN,47079,27842.8696825397,17421.56,24261.5695269846,23393,1.17479850816271,0.760180845556514,"$27,843","$17,422","$24,262","$23,393",1194,989,2152,2224,554,356,56th,63rd,21st,18th,79th,87th,33,26,54,62,27,12,64th,72nd,41st,32nd,71st,87th,0.631578947368421,1.02757288732394,1.04735,63.14%,102.74%,104.72%,859,1222,867,70th,57th,69th,33,52,31,65th,44th,67th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27842.8696825397,17421.56,24261.5695269846,23393,1.17479850816271,0.760180845556514,"$27,843","$17,422","$24,262","$23,393",1151,997,2175,2237,411,269,54th,60th,14th,12th,83rd,89th,33,27,56,61,24,13,64th,71st,38th,33rd,74th,86th,0.631578947368421,1.02757288732394,1.04735,63.14%,102.74%,104.72%,674,1045,690,75th,61st,74th,30,51,28,68th,45th,70th
TN,47081,24021.8616666667,16148.37,25311.6549479167,25717,0.961554158879705,0.644699620160492,"$24,022","$16,148","$25,312","$25,717",1738,1247,1986,1893,1225,709,36th,54th,27th,30th,55th,74th,50,35,47,43,46,26,45th,62nd,48th,53rd,50th,72nd,0.477611940298507,0.944820100502513,1,47.74%,94.49%,99.99%,2208,2376,2317,22nd,16th,19th,87,91,88,6th,2nd,4th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24021.8616666667,16148.37,25311.6549479167,25717,0.961554158879705,0.644699620160492,"$24,022","$16,148","$25,312","$25,717",1660,1244,2014,1938,1049,571,34th,51st,21st,24th,58th,77th,50,36,49,44,45,25,45th,61st,46th,52nd,51st,73rd,0.477611940298507,0.944820100502513,1,47.74%,94.49%,99.99%,2025,2199,2140,25th,18th,20th,87,91,88,6th,2nd,4th
TN,47083,23660.9854545455,9396.56,21937.6192257006,21393.7050211885,1.12197716324819,0.466909813664596,"$23,661","$9,397","$21,938","$21,394",1773,2492,2421,2437,675,1858,35th,8th,11th,10th,75th,32nd,53,83,78,79,32,69,42nd,8th,14th,13th,65th,24th,0.612903225806452,0.988570967741935,1.0492,61.27%,98.89%,104.94%,1013,1873,824,64th,34th,71st,40,75,27,57th,19th,71st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23660.9854545455,9396.56,21937.6192257006,21393.7050211885,1.12197716324819,0.466909813664596,"$23,661","$9,397","$21,938","$21,394",1696,2353,2404,2409,518,1661,33rd,7th,5th,5th,79th,34th,53,83,78,79,30,67,42nd,8th,14th,13th,67th,26th,0.612903225806452,0.988570967741935,1.0492,61.27%,98.89%,104.94%,826,1674,657,69th,38th,75th,40,74,25,57th,20th,73rd
TN,47085,31682.5166666667,17095.385,23572.4166666667,23975,1.40629846486708,0.700774529664294,"$31,683","$17,095","$23,572","$23,975",697,1046,2256,2139,280,513,74th,61st,17th,21st,89th,81st,17,30,64,58,12,20,82nd,67th,30th,36th,87th,78th,0.671428571428571,1.03962408759124,1.0334,67.10%,103.95%,103.29%,570,1042,1168,80th,63rd,59th,22,40,42,77th,57th,55th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31682.5166666667,17095.385,23572.4166666667,23975,1.40629846486708,0.700774529664294,"$31,683","$17,095","$23,572","$23,975",706,1054,2260,2163,192,395,72nd,58th,11th,15th,92nd,84th,18,31,64,57,13,20,81st,66th,30th,37th,86th,78th,0.671428571428571,1.03962408759124,1.0334,67.1%,103.95%,103.29%,421,862,989,84th,68th,63rd,18,37,42,81st,60th,55th
TN,47087,17011.1257142857,15645.495,20365.7126884665,20214,0.83603158273794,0.702974594208952,"$17,011","$15,645","$20,366","$20,214",2500,1359,2547,2517,1773,505,8th,50th,6th,8th,35th,81st,85,39,84,85,64,18,6th,57th,7th,6th,30th,81st,0.604166666666667,1.09048333333333,1.03975,60.39%,109.01%,103.95%,1099,396,1006,61st,86th,64th,43,11,35,54th,89th,63rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17011.1257142857,15645.495,20365.7126884665,20214,0.83603158273794,0.702974594208952,"$17,011","$15,645","$20,366","$20,214",2337,1350,2483,2463,1558,389,8th,47th,2nd,3rd,38th,84th,85,40,84,85,63,18,6th,56th,7th,6th,31st,81st,0.604166666666667,1.09048333333333,1.03975,60.39%,109.01%,103.95%,904,295,842,66th,89th,68th,42,9,33,55th,91st,65th
TN,47089,28337.7630208333,16696.615,23080.9387502257,22446.3030598562,1.30483335092121,0.700981334753239,"$28,338","$16,697","$23,081","$22,446",1126,1139,2308,2332,381,512,58th,58th,15th,14th,86th,81st,30,31,66,70,15,19,67th,66th,27th,23rd,84th,80th,0.616867469879518,1.06225061425061,1.0411,61.71%,106.26%,104.06%,977,693,974,65th,75th,65th,37,21,34,60th,78th,64th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28337.7630208333,16696.615,23080.9387502257,22446.3030598562,1.30483335092121,0.700981334753239,"$28,338","$16,697","$23,081","$22,446",1087,1143,2306,2326,271,394,57th,55th,9th,8th,89th,84th,31,32,66,70,16,19,66th,65th,27th,23rd,83rd,80th,0.616867469879518,1.06225061425061,1.0411,61.71%,106.26%,104.06%,792,542,810,70th,79th,70th,36,18,32,61st,81st,66th
TN,47091,30522.889375,13943.935,18464,18523,1.69244305685146,0.674838481847352,"$30,523","$13,944","$18,464","$18,523",835,1724,2620,2594,137,595,69th,37th,4th,5th,95th,78th,21,52,89,87,3,22,77th,43rd,2nd,4th,97th,76th,0.592592592592593,1.03423018867925,1.0265,59.29%,103.40%,102.63%,1204,1127,1344,57th,60th,53rd,50,44,52,46th,53rd,44th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30522.889375,13943.935,18464,18523,1.69244305685146,0.674838481847352,"$30,523","$13,944","$18,464","$18,523",828,1689,2531,2518,82,473,67th,33rd,1st,1st,96th,81st,23,52,89,87,4,21,75th,43rd,2nd,4th,96th,77th,0.592592592592593,1.03423018867925,1.0265,59.29%,103.4%,102.63%,1005,947,1148,62nd,64th,57th,47,42,50,50th,55th,46th
TN,47093,35104.1365048544,18944.04,32626.7332157496,31078,1.16481300951887,0.600393201974748,"$35,104","$18,944","$32,627","$31,078",374,695,712,968,577,953,86th,74th,74th,64th,78th,65th,11,15,11,16,28,39,88th,84th,88th,83rd,70th,57th,0.599763872491145,1.02798851724138,1.0304,59.95%,102.85%,103.07%,1141,1215,1244,60th,57th,56th,46,51,48,51st,45th,48th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32061.1350847458,12111.04,19803.2954383067,19574,1.62152816583861,0.671942528478631,"$32,061","$12,111","$19,803","$19,574",166,448,398,404,94,328,70th,19th,28th,27th,83rd,41st,6,11,10,10,2,11,64th,28th,35th,35th,92nd,28th,0.844202898550725,1.1650902173913,1.1155,84.37%,116.49%,111.54%,71,91,73,88th,84th,87th,2,2,3,93rd,93rd,86th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35244.3998515625,19100.2,33217.8135508036,31220,1.14376129528226,0.596839478081849,"$35,244","$19,100","$33,218","$31,220",398,681,711,1024,469,801,84th,73rd,72nd,59th,81st,68th,12,15,10,18,27,37,87th,84th,90th,81st,71st,60th,0.587829471077304,1.02113839608979,1.02595,58.74%,102.08%,102.63%,1056,1162,1173,60th,56th,56th,49,58,52,47th,38th,44th
TN,47095,7227.846,6684.95,18865,14821,0.374795326176423,0.359535119087781,"$7,228","$6,685","$18,865","$14,821",2733,2675,2613,2663,2714,2465,1st,2nd,4th,2nd,1st,9th,90,90,88,90,90,87,1st,1st,3rd,1st,1st,4th,0.818181818181818,1.11056363636364,1.1155,81.84%,111.10%,111.54%,89,257,84,96th,91st,97th,3,8,4,97th,92nd,96th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7227.846,6684.95,18865,14821,0.374795326176423,0.359535119087781,"$7,228","$6,685","$18,865","$14,821",2547,2500,2525,2545,2526,2262,1st,2nd,1st,1st,1st,11th,90,90,88,90,90,87,1st,1st,3rd,1st,1st,4th,0.818181818181818,1.11056363636364,1.1155,81.84%,111.1%,111.54%,76,202,78,97th,92nd,97th,3,6,4,97th,94th,96th
TN,47097,21189.7835416667,10679.78,24129.9515364139,25285,0.901252411595424,0.520056492044111,"$21,190","$10,680","$24,130","$25,285",2090,2320,2175,1958,1483,1468,23rd,15th,20th,28th,45th,46th,70,77,55,48,54,54,23rd,15th,40th,47th,41st,41st,0.654639175257732,1.05137875647668,1.0462,65.45%,105.16%,104.61%,689,847,884,75th,70th,69th,26,27,32,72nd,71st,66th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24421.94125,17064.815,19790,20061,1.22224267758183,0.85064627884951,"$24,422","$17,065","$19,790","$20,061",362,275,399,374,267,174,35th,50th,28th,33rd,52nd,68th,11,8,11,9,9,4,28th,50th,28th,42nd,42nd,78th,0.758620689655172,1.1639275862069,1.1223,75.90%,116.38%,112.2%,254,93,56,56th,84th,90th,7,3,2,60th,86th,93rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20543.352,10679.78,24997.9418436966,25859,0.837054358398142,0.493984715996055,"$20,543","$10,680","$24,998","$25,859",2040,2205,2066,1913,1553,1468,20th,13th,19th,25th,39th,42nd,74,77,51,42,62,58,18th,15th,44th,54th,32nd,36th,0.636363636363636,1.03147682926829,1.0343,63.69%,103.18%,103.4%,644,987,960,76th,63rd,64th,29,46,39,69th,51st,58th
TN,47099,34545.6128571429,17857.1,23751.4455673663,24086.5190719679,1.52173296754658,0.753743500866551,"$34,546","$17,857","$23,751","$24,087",418,896,2231,2129,194,369,84th,67th,18th,22nd,92nd,86th,12,20,60,57,6,13,87th,78th,34th,37th,94th,86th,0.570048309178744,1.04982034313725,1.02295,56.98%,104.94%,102.30%,1406,867,1462,50th,69th,48th,61,28,61,34th,70th,34th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34545.6128571429,17857.1,23751.4455673663,24086.5190719679,1.52173296754658,0.753743500866551,"$34,546","$17,857","$23,751","$24,087",451,903,2245,2153,121,279,82nd,64th,12th,15th,95th,89th,13,21,61,56,7,14,86th,77th,33rd,38th,93rd,85th,0.570048309178744,1.04982034313725,1.02295,56.98%,104.94%,102.3%,1217,704,1278,54th,73rd,52nd,60,26,60,35th,72nd,35th
